id|nombre|apellido1|apellido2|rut|direccion|celular|nacimiento|niveleducacionalId|usuarioId|sexoId|regionId|provincixId|comunaId|createdAt|updatedAt
541|Rubén Vicente|Vega|Ramírez|13139915-4|Bio Bio 386|+56994530726|1976-01-19|3|1141|1|7|23|109|2023-09-24|2023-09-24
542|Lorenzo Brian|Acevedo|Álvarez|17044444-2|Avenida Walker Martinez 1517|+56997508163|1989-01-28|3|1142|1|7|23|109|2023-09-24|2023-09-24
543|Florencia Aitana|Cárdenas|Medina|14904035-8|Maipú 1016|+56926360047|1981-12-08|3|1143|2|7|23|109|2023-09-24|2023-09-24
544|Mila Paloma|Tapia|Donoso|16970636-0|Chiloe 293|+56964898283|1988-10-30|4|1144|2|7|23|109|2023-09-24|2023-09-24
545|Carla Nicole|Valdés|Alarcón|12604577-8|Arquitecto Luciano Kulczewski 1558|+56945662026|1974-04-07|2|1145|2|7|23|109|2023-09-24|2023-09-24
546|Franco Rubén|Jiménez|Campos|12328858-0|Pasaje Malaquita 1710|+56959740810|1973-05-06|2|1146|1|7|23|109|2023-09-24|2023-09-24
547|Vicente Valentino|Moreno|Hernández|13732770-8|Pje. Elias Fernandez Albano 609|+56944042260|1978-01-11|2|1147|1|7|23|109|2023-09-24|2023-09-24
548|Omar Isidoro|Pérez|Olivares|15710635-K|Traslaviña 1983|+56938290917|1984-08-17|4|1148|1|7|23|109|2023-09-24|2023-09-24
549|Anaís Violeta|Orellana|Gutiérrez|15535350-3|Coronel Pantoja 1425|+56965727689|1984-01-16|5|1149|2|7|23|109|2023-09-24|2023-09-24
550|Andrés Andrés|Tapia|Fuentes|15359019-2|Roberto Espinoza 743|+56944905878|1983-06-15|5|1150|1|7|23|109|2023-09-24|2023-09-24
551|Gaspar Valentino|Valdés|Rodríguez|14788926-7|San Rafael 650|+56934158229|1981-07-21|4|1176|1|7|23|109|2023-09-24|2023-09-24
552|Nicole Magdalena|Flores|Silva|15150561-9|German Riesco 525|+56970682935|1982-10-04|4|1177|2|7|23|109|2023-09-24|2023-09-24
553|Alejandro David|Palma|Vargas|12762332-5|Manuel Antonio Ricaurte 729|+56939814267|1974-10-16|4|1178|1|7|23|109|2023-09-24|2023-09-24
554|Gabriel Samuel|Pizarro|Saavedra|13602176-1|Puerta de Vera 1873|+56919966079|1977-08-05|5|1179|1|7|23|109|2023-09-24|2023-09-24
555|Ximena Isabella|Palma|Vargas|13628950-0|Maquinista Escobar 830|+56925857263|1977-09-06|3|1180|2|7|23|109|2023-09-24|2023-09-24
556|Belén Luisa|Vargas|Rivera|15919377-2|República 1816|+56999386955|1985-04-28|2|1181|2|7|23|109|2023-09-24|2023-09-24
557|Belén Laura|Godoy|Ramírez|12914567-6|General Gana 1796|+56915165930|1975-04-20|3|1182|2|7|23|109|2023-09-24|2023-09-24
558|Gustavo Martín|González|Riquelme|13845553-K|Vicuña Subercaseaux 1455|+56965996972|1978-05-28|2|1183|1|7|23|109|2023-09-24|2023-09-24
559|Isaac Matías|Cárdenas|Leiva|16147987-K|Pasaje Nueva 2 453|+56968555294|1986-02-01|3|1184|1|7|23|109|2023-09-24|2023-09-24
560|Anaís Manuela|Bravo|Morales|15417252-1|Estado 335|+56976964998|1983-08-25|3|1185|2|7|23|109|2023-09-24|2023-09-24
561|Diego Samuel|Orellana|Riquelme|13261100-9|General Baquedano 1460|+56993684185|1976-06-15|2|1186|1|7|23|109|2023-09-24|2023-09-24
562|Marco Federico|Sánchez|Fuentes|13197065-K|Arturo Calvo 789|+56993794603|1976-03-29|5|1187|1|7|23|109|2023-09-24|2023-09-24
563|Paulo Lucca|Vega|Contreras|13506500-5|General Las Heras 1294|+56936503065|1977-04-10|3|1188|1|7|23|109|2023-09-24|2023-09-24
564|Marco Orlando|González|Guzmán|14793247-2|Arzobispo Valenzuela 292|+56962810612|1981-07-26|2|1189|1|7|23|109|2023-09-24|2023-09-24
565|Isaac Erick|Tapia|Salinas|12320957-5|Pasaje Aromos 229|+56926393347|1973-04-27|2|1190|1|7|23|109|2023-09-24|2023-09-24
566|Arantxa María|Jara|Leiva|12120950-0|Padre Luis de Valdivia 1852|+56917775936|1972-08-26|5|1191|2|7|23|109|2023-09-24|2023-09-24
567|Javiera Rosario|Parra|Fuentes|16353499-1|San Francisco 1545|+56990604412|1986-10-09|5|1192|2|7|23|109|2023-09-24|2023-09-24
568|Gustavo Sebastián|Pizarro|Valdés|11783698-3|Ventura Lavalle 1642|+56967114624|1971-07-12|2|1193|1|7|23|109|2023-09-24|2023-09-24
569|Natalia Catalina|Vergara|Romero|12624373-1|Guayaquil 94|+56949691922|1974-05-01|3|1194|2|7|23|109|2023-09-24|2023-09-24
570|Gael Nehemías|García|Parra|13791744-0|Manuel Rodríguez 1231|+56910264614|1978-03-24|3|1195|1|7|23|109|2023-09-24|2023-09-24
571|Sebastián Vicente|Muñoz|Navarrete|13554834-0|Pasaje Las Quedereguas 1177|+56988137708|1977-06-08|5|1196|1|7|23|109|2023-09-24|2023-09-24
572|Lila Ariadna|Miranda|Vera|15053455-0|Santa Elvira 793|+56989351750|1982-06-08|4|1197|2|7|23|109|2023-09-24|2023-09-24
573|Manuela Karla|Carrasco|Maldonado|12186487-8|Enrique Mac Iver 754|+56965990298|1972-11-14|5|1198|2|7|23|109|2023-09-24|2023-09-24
574|Benjamín Bruno|Leiva|Acuña|14964933-6|Doctor Díaz Velasco 112|+56962259845|1982-02-20|2|1199|1|7|23|109|2023-09-24|2023-09-24
575|Germán Derek|Ortega|Silva|14563035-5|Cura Marchant 1668|+56926720706|1980-10-18|2|1200|1|7|23|109|2023-09-24|2023-09-24
576|Jimena Violeta|Gallardo|Navarrete|16543136-7|Guillermo Marconi 686|+56958995426|1987-05-28|5|1226|2|7|23|109|2023-09-24|2023-09-24
577|Gustavo Agustín|Valenzuela|Cortés|16440946-5|María Teresa 1759|+56996865910|1987-01-23|2|1227|1|7|23|109|2023-09-24|2023-09-24
578|Belén Almendra|Escobar|Espinoza|11709846-K|Waldo Silva 686|+56956585186|1971-04-13|4|1228|2|7|23|109|2023-09-24|2023-09-24
579|Lucca Elías|Campos|Gutiérrez|11789029-5|Villavicencio 740|+56987263796|1971-07-19|3|1229|1|7|23|109|2023-09-24|2023-09-24
580|Ignacio Xander|Carrasco|Donoso|16504914-4|El Rosedal 770|+56984581724|1987-04-11|3|1230|1|7|23|109|2023-09-24|2023-09-24
581|Pedro Derek|Zúñiga|Moreno|13674799-1|Avenida Carlos Silva Vildosola 1218|+56992929498|1977-11-01|5|1231|1|7|23|109|2023-09-24|2023-09-24
582|Bautista Gael|Cortés|Fuentes|16196690-8|Pasaje Castillo 1713|+56983027396|1986-04-01|2|1232|1|7|23|109|2023-09-24|2023-09-24
583|Martina Giovanna|Valenzuela|Poblete|12587952-7|Sargento Aldea 1669|+56956009410|1974-03-18|4|1233|2|7|23|109|2023-09-24|2023-09-24
584|Luisa Antonella|Yáñez|Torres|14086389-0|Nueva Centenario 677|+56996922564|1979-03-18|5|1234|2|7|23|109|2023-09-24|2023-09-24
585|Erick Kevin|Vera|Alarcón|15670998-0|Purén Indómito 496|+56929934290|1984-06-29|5|1235|1|7|23|109|2023-09-24|2023-09-24
586|Jhon Zahir|Jiménez|Palma|13337755-7|Carmen 1247|+56910842480|1976-09-17|4|1236|1|7|23|109|2023-09-24|2023-09-24
587|Santiago Víctor|Vega|Navarrete|12657627-7|Zenteno 438|+56941817346|1974-06-11|3|1237|1|7|23|109|2023-09-24|2023-09-24
588|Katia Matilda|Lagos|Guerrero|13473746-8|José Santiago Montt 50|+56924296942|1977-03-01|4|1238|2|7|23|109|2023-09-24|2023-09-24
589|Constanza Daniela|Aravena|Molina|13932978-3|Purén Indómito 1447|+56995766203|1978-09-12|5|1239|2|7|23|109|2023-09-24|2023-09-24
590|Kian Gabriel|Moreno|Garrido|12230884-7|Portugal 826|+56968428628|1973-01-07|5|1240|1|7|23|109|2023-09-24|2023-09-24
591|Azul Diana|Reyes|Núñez|12283932-K|Cienfuegos 1566|+56937295486|1973-03-13|5|1241|2|7|23|109|2023-09-24|2023-09-24
592|Vania Josefina|Pizarro|Peña|14365384-6|Correa Errázuriz 1273|+56940891065|1980-02-21|4|1242|2|7|23|109|2023-09-24|2023-09-24
593|Isabella Paz|Bravo|Rivera|15141406-0|Blanco Cuartin 1854|+56983820705|1982-09-23|3|1243|2|7|23|109|2023-09-24|2023-09-24
594|Ian Áxel|Romero|Henríquez|16250135-6|Pasaje El Trebol 201|+56944948591|1986-06-05|4|1244|1|7|23|109|2023-09-24|2023-09-24
595|Alejandro Ignacio|Espinoza|Bustamente|12173133-9|Mac Clure 1206|+56917259960|1972-10-29|4|1245|1|7|23|109|2023-09-24|2023-09-24
596|Ramiro Pedro|Salazar|Cortés|15908713-1|Urzua 33|+56919138626|1985-04-15|4|1246|1|7|23|109|2023-09-24|2023-09-24
597|Leonardo Alonso|Tapia|Bustos|13168807-5|General Las Heras 210|+56936291258|1976-02-24|2|1247|1|7|23|109|2023-09-24|2023-09-24
598|León Walter|Carrasco|Vera|12417365-5|Primero de Mayo 1661|+56956476142|1973-08-22|4|1248|1|7|23|109|2023-09-24|2023-09-24
599|Camilo Fernando|Pizarro|González|14978647-3|Víctor Manuel 120|+56971102001|1982-03-09|4|1249|1|7|23|109|2023-09-24|2023-09-24
600|Jason Mateo|López|Reyes|12285467-1|Chacabuco 934|+56936108482|1973-03-14|4|1250|1|7|23|109|2023-09-24|2023-09-24
